Employee_ID,First Name,Middle Name,Last Name,Full Name,Country Code,Mobile Number,Email,Joining Date,Contract Perioud,Last Contract Start,Last Contract End,# 0f Contracts,Gender,Birthday,Age,Nationality,Education,Salary,Bonus %,Position,Branch,Manager ID
1238,Rania,Ezzat,Sayed,Rania Ezzat Sayed,20,1124506164,Rania.Sayed@example.com,8/16/2020,1,8/16/2024,8/16/2025,5,Female,8/2/1967,58,Egyptian,Diploma,5699,8,Sales Associate,Aswan,1038
1239,Reham,Ashraf,Gamal,Reham Ashraf Gamal,20,1196850990,Reham.Gamal@example.com,9/14/2017,1,9/14/2024,9/14/2025,8,Female,1/21/1972,53,Egyptian,Bachelor,4938,6,Stock Keeper,Alexandria,1029
1240,Helmy,Anwar,Diaa,Helmy Anwar Diaa,20,1200865285,Helmy.Diaa@example.com,9/29/2020,2,9/29/2024,9/29/2026,3,Male,9/10/1971,54,Egyptian,Diploma,4029,5,Sales Associate,Sharm El Sheikh,1033
1241,Eman,Emad,Fouad,Eman Emad Fouad,20,1026959397,Eman.Fouad@example.com,10/11/2020,1,10/11/2024,10/11/2025,5,Female,4/13/1972,53,Egyptian,Bachelor,5497,8,Sales Associate,Cairo,1025
1242,Hend,Raouf,Gamal,Hend Raouf Gamal,20,1166714065,Hend.Gamal@example.com,10/31/2018,2,10/31/2024,10/31/2026,4,Female,12/23/1999,26,Egyptian,Diploma,4386,7,Sales Associate,Mansoura,1031
1243,Abdelatif,Safwat,Fares,Abdelatif Safwat Fares,20,1102589808,Abdelatif.Fares@example.com,11/15/2018,1,11/15/2024,11/15/2025,7,Male,9/19/1996,29,Egyptian,Bachelor,4748,5,Stock Keeper,Alexandria,1029
1244,Samira,Rami,Helmy,Samira Rami Helmy,20,1117730064,Samira.Helmy@example.com,12/3/2015,2,12/3/2023,12/3/2025,5,Female,6/16/1975,50,Egyptian,Diploma,4984,6,Sales Associate,Aswan,1038
1245,Salma,Moheb,Hossni,Salma Moheb Hossni,20,1126699252,Salma.Hossni@example.com,12/19/2021,2,12/19/2023,12/19/2025,2,Female,12/13/1981,44,Egyptian,Bachelor,4191,6,Sales Associate,Alexandria,1029
1246,Abdelhady,Mamdouh,Hany,Abdelhady Mamdouh Hany,20,1262599120,Abdelhady.Hany@example.com,1/1/2016,1,1/1/2025,1/1/2026,10,Male,3/19/1986,39,Egyptian,Bachelor,5471,5,Security,Alexandria,1029
1247,Nihal,Sherif,Ismail,Nihal Sherif Ismail,20,1037428878,Nihal.Ismail@example.com,1/20/2019,2,1/20/2025,1/20/2027,4,Female,9/3/1985,40,Egyptian,Bachelor,5845,9,Cashier,Giza,1028
1248,Samira,Mansour,Abdelnasser,Samira Mansour Abdelnasser,20,1120479192,Samira.Abdelnasser@example.com,2/12/2019,1,2/12/2025,2/12/2026,7,Female,1/13/1975,50,Egyptian,Bachelor,4796,10,Sales Associate,Sharm El Sheikh,1033
1249,Hoda,Yehia,Ramy,Hoda Yehia Ramy,20,1270178503,Hoda.Ramy@example.com,3/8/2019,1,3/8/2025,3/8/2026,7,Female,7/9/1974,51,Egyptian,Bachelor,6425,5,Stock Keeper,Alexandria,1029
1250,Osama,Tawfik,Youssef,Osama Tawfik Youssef,20,1278515073,Osama.Youssef@example.com,3/24/2017,2,3/24/2023,3/24/2025,4,Male,10/27/1999,26,Egyptian,Undergraduate,5158,7,Cashier,Mansoura,1031
1251,Salma,Safwat,Amr,Salma Safwat Amr,20,1206171865,Salma.Amr@example.com,4/13/2019,1,4/13/2024,4/13/2025,6,Female,2/15/2001,24,Egyptian,Bachelor,5457,8,Stock Keeper,Alexandria,1029
1252,Doaa,Nabil,Abdelatif,Doaa Nabil Abdelatif,20,1296050103,Doaa.Abdelatif@example.com,5/24/2020,2,5/24/2024,5/24/2026,3,Female,12/7/1979,46,Egyptian,Bachelor,5221,8,Sales Associate,Mansoura,1031
1253,Laila,Bilal,Emad,Laila Bilal Emad,20,1196963416,Laila.Emad@example.com,6/8/2017,2,6/8/2023,6/8/2025,4,Female,3/20/1976,49,Egyptian,Bachelor,5233,6,Stock Keeper,Alexandria,1029
1254,Tarek,Abdelkader,Mounir,Tarek Abdelkader Mounir,20,1238133273,Tarek.Mounir@example.com,7/4/2017,1,7/4/2024,7/4/2025,8,Male,9/21/1994,31,Egyptian,Bachelor,4397,5,Sales Associate,Alexandria,1029
1255,Hoda,Mohamed,Mostafa,Hoda Mohamed Mostafa,20,1126848608,Hoda.Mostafa@example.com,7/30/2017,2,7/30/2023,7/30/2025,4,Female,10/23/1985,40,Egyptian,Diploma,5063,9,Cashier,Giza,1028
1256,Sohair,Omar,Morsy,Sohair Omar Morsy,20,1194454223,Sohair.Morsy@example.com,8/29/2016,1,8/29/2025,8/29/2026,9,Female,7/1/1980,45,Egyptian,Diploma,5615,7,Security,Cairo,1025
1257,Fares,Ismail,Ramy,Fares Ismail Ramy,20,1070410624,Fares.Ramy@example.com,9/13/2016,2,9/13/2024,9/13/2026,5,Male,1/8/1974,51,Egyptian,Diploma,6525,9,Cashier,Aswan,1037
1258,Doaa,Moataz,Essam,Doaa Moataz Essam,20,1171551784,Doaa.Essam@example.com,10/3/2020,2,10/3/2024,10/3/2026,3,Female,7/7/1982,43,Egyptian,Masters,9205,11,Recruitment Specialist,Head Office,1003
1259,Salma,Shady,Farouk,Salma Shady Farouk,20,1034366778,Salma.Farouk@example.com,10/20/2020,2,10/20/2024,10/20/2026,3,Female,6/16/1984,41,Egyptian,Diploma,6612,7,Security,Luxor,1035
1260,Iman,Aref,Abdelrahman,Iman Aref Abdelrahman,20,1271746348,Iman.Abdelrahman@example.com,11/18/2019,1,11/18/2024,11/18/2025,6,Female,2/17/1975,50,Egyptian,Undergraduate,6493,8,Cashier,Aswan,1037
1261,Amal,Soliman,Ali,Amal Soliman Ali,20,1037140784,Amal.Ali@example.com,12/4/2019,1,12/4/2024,12/4/2025,6,Female,3/8/1983,42,Egyptian,Bachelor,5831,6,Stock Keeper,Giza,1028
1262,Abdelatif,Abdelaziz,Farouk,Abdelatif Abdelaziz Farouk,20,1127649456,Abdelatif.Farouk@example.com,12/27/2018,1,12/27/2024,12/27/2025,7,Male,12/15/2001,24,Sudanese,Bachelor,7316,10,Customer Service,Cairo,1025
1263,Basma,Farouk,Islam,Basma Farouk Islam,20,1118205640,Basma.Islam@example.com,1/19/2016,2,1/19/2024,1/19/2026,5,Female,7/12/1998,27,Egyptian,Diploma,4123,5,Sales Associate,Aswan,1037
1264,Rasha,Khaled,Abdelaziz,Rasha Khaled Abdelaziz,20,1197664732,Rasha.Abdelaziz@example.com,2/1/2015,2,2/1/2025,2/1/2027,6,Female,1/10/1975,50,Egyptian,Bachelor,5618,5,Cashier,Giza,1027
1265,Magda,Mounir,Bahaa,Magda Mounir Bahaa,20,1016900690,Magda.Bahaa@example.com,2/13/2017,2,2/13/2025,2/13/2027,5,Female,10/16/1990,35,Egyptian,Diploma,6475,5,Security,Cairo,1026
1266,Hatem,Osama,Sobhy,Hatem Osama Sobhy,20,1024898614,Hatem.Sobhy@example.com,2/24/2017,1,2/24/2026,2/24/2027,9,Male,7/12/1970,55,Egyptian,Undergraduate,6248,6,Customer Service,Sharm El Sheikh,1033
1267,Samira,Galal,Ramy,Samira Galal Ramy,20,1265466223,Samira.Ramy@example.com,3/21/2016,1,3/21/2025,3/21/2026,9,Female,12/9/1994,31,Sudanese,Diploma,5372,8,Sales Associate,Sharm El Sheikh,1033
1268,Heba,Hisham,Fouad,Heba Hisham Fouad,20,1114344363,Heba.Fouad@example.com,4/17/2021,1,4/17/2024,4/17/2025,4,Female,5/19/1978,47,Egyptian,Bachelor,5524,7,Cashier,Aswan,1037
1269,Yasser,Osama,Shady,Yasser Osama Shady,20,1181254726,Yasser.Shady@example.com,4/28/2016,2,4/28/2024,4/28/2026,5,Male,10/2/2002,23,Egyptian,Diploma,6470,9,Customer Service,Giza,1027
1270,Shaimaa,Soliman,Fares,Shaimaa Soliman Fares,20,1160629621,Shaimaa.Fares@example.com,5/8/2018,1,5/8/2024,5/8/2025,7,Female,11/7/1979,46,Egyptian,Diploma,5232,8,Stock Keeper,Alexandria,1029
1271,Ismail,Nasser,Waheed,Ismail Nasser Waheed,20,1246289119,Ismail.Waheed@example.com,5/24/2020,2,5/24/2024,5/24/2026,3,Male,1/4/1989,36,Egyptian,Diploma,5900,6,Security,Luxor,1035
1272,Noureldin,Tarek,Aref,Noureldin Tarek Aref,20,1133329751,Noureldin.Aref@example.com,6/3/2019,1,6/3/2024,6/3/2025,6,Male,5/9/1989,36,Egyptian,Diploma,5996,8,Sales Associate,Aswan,1037
1273,Bahaa,Nasr,Diaa,Bahaa Nasr Diaa,20,1121243793,Bahaa.Diaa@example.com,6/26/2019,2,6/26/2023,6/26/2025,3,Male,10/25/1988,37,Egyptian,Bachelor,6336,9,Cashier,Luxor,1035
1274,Lobna,Ahmed,Ahmed,Lobna Ahmed Ahmed,20,1097840243,Lobna.Ahmed@example.com,7/16/2015,1,7/16/2024,7/16/2025,10,Female,4/7/1974,51,Egyptian,Diploma,6801,10,Cashier,Alexandria,1030
1275,Rania,Moheb,Abdelrahman,Rania Moheb Abdelrahman,20,1052692265,Rania.Abdelrahman@example.com,8/11/2019,2,8/11/2023,8/11/2025,3,Female,10/22/1971,54,Sudanese,Diploma,6082,5,Cashier,Luxor,1035
1276,Nisreen,Mansour,Magdy,Nisreen Mansour Magdy,20,1032349848,Nisreen.Magdy@example.com,8/27/2015,2,8/27/2023,8/27/2025,5,Female,12/9/1985,40,Egyptian,Diploma,7450,10,Customer Service,Sharm El Sheikh,1033
1277,Salma,Abdelhady,Mostafa,Salma Abdelhady Mostafa,20,1258161219,Salma.Mostafa@example.com,9/16/2021,2,9/16/2023,9/16/2025,2,Female,7/27/1975,50,Egyptian,Bachelor,4869,7,Sales Associate,Alexandria,1029
1278,Heba,Hisham,Safwat,Heba Hisham Safwat,20,1098579508,Heba.Safwat@example.com,10/13/2016,2,10/13/2024,10/13/2026,5,Female,3/13/1991,34,Syrian,Bachelor,4606,7,Stock Keeper,Mansoura,1032
1279,Nabil,Safwat,Tarek,Nabil Safwat Tarek,20,1179225625,Nabil.Tarek@example.com,10/28/2018,1,10/28/2024,10/28/2025,7,Male,7/11/1996,29,Egyptian,Bachelor,5849,10,Sales Associate,Alexandria,1029
1280,Ehab,Mahmoud,Osama,Ehab Mahmoud Osama,20,1274259341,Ehab.Osama@example.com,11/19/2015,2,11/19/2023,11/19/2025,5,Male,10/11/1973,52,Egyptian,Bachelor,4122,5,Sales Associate,Alexandria,1029
1281,Dina,Ehab,Safwat,Dina Ehab Safwat,20,1003540172,Dina.Safwat@example.com,12/6/2018,2,12/6/2024,12/6/2026,4,Female,7/1/1974,51,Egyptian,Diploma,5077,8,Security,Aswan,1037
1282,Manar,Osama,Bahaa,Manar Osama Bahaa,20,1286921626,Manar.Bahaa@example.com,12/26/2020,2,12/26/2024,12/26/2026,3,Female,9/15/1978,47,Egyptian,Bachelor,6117,8,Stock Keeper,Mansoura,1031
1283,Bilal,Ahmed,Hussein,Bilal Ahmed Hussein,20,1291159142,Bilal.Hussein@example.com,1/21/2020,2,1/21/2024,1/21/2026,3,Male,2/6/1972,53,Egyptian,Diploma,5324,6,Stock Keeper,Giza,1027
1284,Hatem,Zakaria,Ziad,Hatem Zakaria Ziad,20,1014424160,Hatem.Ziad@example.com,2/3/2015,2,2/3/2025,2/3/2027,6,Male,4/17/2002,23,Egyptian,Bachelor,4565,9,Sales Associate,Giza,1027
1285,Heba,Anwar,Abdelkader,Heba Anwar Abdelkader,20,1046957329,Heba.Abdelkader@example.com,2/19/2021,2,2/19/2025,2/19/2027,3,Female,2/23/1997,28,Egyptian,Bachelor,6199,8,Junior Accountant,Head Office,1022
1286,Samaa,Maged,Hany,Samaa Maged Hany,20,1000423031,Samaa.Hany@example.com,3/17/2020,2,3/17/2024,3/17/2026,3,Female,3/14/1981,44,Egyptian,Bachelor,6070,5,Stock Keeper,Alexandria,1030
1287,Morsy,Abdelrahman,Ahmed,Morsy Abdelrahman Ahmed,20,1054781586,Morsy.Ahmed@example.com,4/1/2017,1,4/1/2024,4/1/2025,8,Male,7/23/1972,53,Egyptian,Diploma,6173,7,Cashier,Luxor,1035
1288,Magda,Abdelhady,Nasr,Magda Abdelhady Nasr,20,1218009404,Magda.Nasr@example.com,4/20/2015,2,4/20/2023,4/20/2025,5,Female,2/19/1973,52,Egyptian,Bachelor,5726,7,Sales Associate,Aswan,1037
1289,Nisreen,Ramy,Youssef,Nisreen Ramy Youssef,20,1131427212,Nisreen.Youssef@example.com,5/5/2017,2,5/5/2023,5/5/2025,4,Female,9/10/1973,52,Egyptian,Bachelor,5954,5,Sales Associate,Alexandria,1030
1290,Lina,Morsy,Hussein,Lina Morsy Hussein,20,1273360369,Lina.Hussein@example.com,6/2/2019,1,6/2/2024,6/2/2025,6,Female,4/25/1969,56,Egyptian,Diploma,4952,10,Sales Associate,Mansoura,1031
1291,Sohair,Qasem,Bilal,Sohair Qasem Bilal,20,1061485893,Sohair.Bilal@example.com,6/22/2018,2,6/22/2024,6/22/2026,4,Female,9/24/1980,45,Egyptian,Bachelor,4054,9,Sales Associate,Alexandria,1029
1292,Essam,Abdelaziz,Gamal,Essam Abdelaziz Gamal,20,1042190597,Essam.Gamal@example.com,7/2/2015,1,7/2/2024,7/2/2025,10,Male,10/23/1971,54,Egyptian,Bachelor,5205,5,Stock Keeper,Giza,1027
1293,Yasmin,Tarek,Waheed,Yasmin Tarek Waheed,20,1278991087,Yasmin.Waheed@example.com,8/1/2018,2,8/1/2024,8/1/2026,4,Female,9/12/1996,29,Egyptian,Bachelor,5866,5,Sales Associate,Mansoura,1031
1294,Reham,Hisham,Diaa,Reham Hisham Diaa,20,1222405638,Reham.Diaa@example.com,8/28/2015,1,8/28/2024,8/28/2025,10,Female,5/18/1978,47,Egyptian,Bachelor,5107,10,Sales Associate,Alexandria,1029
1295,Fady,Anwar,Ahmed,Fady Anwar Ahmed,20,1220155355,Fady.Ahmed@example.com,9/24/2015,1,9/24/2024,9/24/2025,10,Male,7/6/1976,49,Egyptian,Bachelor,5729,6,Sales Associate,Mansoura,1031
1296,Walaa,Nabil,Ezzat,Walaa Nabil Ezzat,20,1215388108,Walaa.Ezzat@example.com,10/4/2021,2,10/4/2023,10/4/2025,2,Female,7/28/1981,44,Egyptian,Bachelor,5757,6,Sales Associate,Alexandria,1030
1297,Hossni,Wael,Galal,Hossni Wael Galal,20,1118507012,Hossni.Galal@example.com,10/25/2020,2,10/25/2024,10/25/2026,3,Male,3/8/1968,57,Egyptian,Diploma,7601,8,Customer Service,Mansoura,1032
1298,Nihal,Yehia,Tamer,Nihal Yehia Tamer,20,1030216256,Nihal.Tamer@example.com,11/8/2019,2,11/8/2023,11/8/2025,3,Female,11/26/1973,52,Egyptian,Bachelor,4532,6,Stock Keeper,Alexandria,1030
1299,Gamal,Soliman,Nasser,Gamal Soliman Nasser,20,1016057671,Gamal.Nasser@example.com,11/22/2019,2,11/22/2023,11/22/2025,3,Male,4/15/2002,23,Egyptian,Diploma,6895,6,Security,Alexandria,1029
1300,Inas,Reda,Mansour,Inas Reda Mansour,20,1073777877,Inas.Mansour@example.com,12/9/2018,1,12/9/2024,12/9/2025,7,Female,3/12/1982,43,Egyptian,Bachelor,5400,7,Stock Keeper,Giza,1027
1301,Sameh,Magdy,Hossam,Sameh Magdy Hossam,20,1045042776,Sameh.Hossam@example.com,1/4/2016,2,1/4/2024,1/4/2026,5,Male,4/11/1988,37,Syrian,Bachelor,6303,6,Stock Keeper,Giza,1028
1302,Lobna,Reda,Essam,Lobna Reda Essam,20,1117579412,Lobna.Essam@example.com,1/26/2021,1,1/26/2025,1/26/2026,5,Female,9/24/1984,41,Egyptian,Diploma,5440,7,Security,Alexandria,1029
1303,Bahaa,Sameh,Yasser,Bahaa Sameh Yasser,20,1273738911,Bahaa.Yasser@example.com,2/9/2021,2,2/9/2025,2/9/2027,3,Male,12/17/1996,29,Egyptian,Bachelor,6346,6,Junior Accountant,Head Office,1022
1304,Gihan,Moheb,Nasser,Gihan Moheb Nasser,20,1137085250,Gihan.Nasser@example.com,3/1/2020,2,3/1/2024,3/1/2026,3,Female,8/9/1983,42,Egyptian,Diploma,5688,6,Sales Associate,Aswan,1037
1305,Inas,Abdelmonem,Abdelkader,Inas Abdelmonem Abdelkader,20,1255456254,Inas.Abdelkader@example.com,3/13/2020,1,3/13/2025,3/13/2026,6,Female,6/4/1984,41,Egyptian,Bachelor,6042,5,Stock Keeper,Alexandria,1029
1306,Bahaa,Ismail,Gamal,Bahaa Ismail Gamal,20,1129943554,Bahaa.Gamal@example.com,3/24/2019,2,3/24/2023,3/24/2025,3,Male,10/27/1986,39,Egyptian,Diploma,6578,8,Security,Luxor,1035
1307,Doaa,Ismail,Tarek,Doaa Ismail Tarek,20,1196097057,Doaa.Tarek@example.com,4/23/2019,1,4/23/2024,4/23/2025,6,Female,8/14/1980,45,Egyptian,Diploma,4255,6,Sales Associate,Cairo,1025
1308,Karim,Mounir,Abdelatif,Karim Mounir Abdelatif,20,1021267827,Karim.Abdelatif@example.com,5/18/2015,1,5/18/2024,5/18/2025,10,Male,6/22/1983,42,Egyptian,Diploma,4833,6,Sales Associate,Alexandria,1030
1309,Osama,Atef,Gamal,Osama Atef Gamal,20,1018790243,Osama.Gamal@example.com,6/5/2018,2,6/5/2024,6/5/2026,4,Male,7/19/1987,38,Egyptian,Bachelor,7549,6,Customer Service,Sharm El Sheikh,1033
1310,Galal,Omar,Adel,Galal Omar Adel,20,1064675016,Galal.Adel@example.com,6/16/2021,1,6/16/2024,6/16/2025,4,Male,9/12/1998,27,Egyptian,Bachelor,5250,7,Stock Keeper,Alexandria,1030
1311,Rasha,Bassem,Mounir,Rasha Bassem Mounir,20,1062312361,Rasha.Mounir@example.com,6/27/2016,2,6/27/2024,6/27/2026,5,Female,8/10/1996,29,Egyptian,Bachelor,5444,6,Cashier,Cairo,1025
1312,Tamer,Atef,Hassan,Tamer Atef Hassan,20,1218357112,Tamer.Hassan@example.com,7/27/2017,1,7/27/2024,7/27/2025,8,Male,12/27/1982,43,Egyptian,Bachelor,5819,5,Sales Associate,Sharm El Sheikh,1033
1313,Ghada,Yehia,Bassem,Ghada Yehia Bassem,20,1229396959,Ghada.Bassem@example.com,8/7/2019,1,8/7/2024,8/7/2025,6,Female,10/3/1986,39,Egyptian,Masters,6821,9,Customer Service,Cairo,1025
1314,Asmaa,Bilal,Nasser,Asmaa Bilal Nasser,20,1285680115,Asmaa.Nasser@example.com,8/18/2020,1,8/18/2024,8/18/2025,5,Female,9/6/1973,52,Egyptian,Bachelor,6898,6,Cashier,Mansoura,1031
1315,Heba,Bassem,Ehab,Heba Bassem Ehab,20,1263841863,Heba.Ehab@example.com,9/1/2017,1,9/1/2024,9/1/2025,8,Female,5/2/1973,52,Egyptian,Bachelor,5469,7,Stock Keeper,Mansoura,1032
1316,Fares,Mohamed,Bassem,Fares Mohamed Bassem,20,1118089260,Fares.Bassem@example.com,9/19/2016,1,9/19/2025,9/19/2026,9,Male,8/16/1975,50,Egyptian,Bachelor,4243,6,Sales Associate,Aswan,1037
1317,Nehal,Khalil,Rashed,Nehal Khalil Rashed,20,1222015156,Nehal.Rashed@example.com,10/8/2015,2,10/8/2023,10/8/2025,5,Female,2/15/1974,51,Sudanese,Bachelor,5016,5,Stock Keeper,Sharm El Sheikh,1033
1318,Islam,Khalil,Wael,Islam Khalil Wael,20,1181088469,Islam.Wael@example.com,11/1/2016,1,11/1/2025,11/1/2026,9,Male,6/12/1998,27,Egyptian,Bachelor,6268,8,Customer Service,Giza,1027
1319,Ahmed,Sherif,Ashraf,Ahmed Sherif Ashraf,20,1149308819,Ahmed.Ashraf@example.com,11/14/2018,1,11/14/2024,11/14/2025,7,Male,12/15/1981,44,Egyptian,Bachelor,5783,7,Sales Associate,Giza,1027
1320,Sohair,Nabil,Karim,Sohair Nabil Karim,20,1152917119,Sohair.Karim@example.com,12/12/2016,2,12/12/2024,12/12/2026,5,Female,10/3/2000,25,Egyptian,Bachelor,5581,9,Sales Associate,Giza,1027
1321,Dalia,Bilal,Mostafa,Dalia Bilal Mostafa,20,1204375166,Dalia.Mostafa@example.com,12/27/2021,2,12/27/2023,12/27/2025,2,Female,11/24/1994,31,Egyptian,Diploma,4297,8,Sales Associate,Aswan,1037
1322,Kamal,Magdy,Sayed,Kamal Magdy Sayed,20,1063738327,Kamal.Sayed@example.com,1/22/2015,2,1/22/2025,1/22/2027,6,Male,10/17/1983,42,Egyptian,Diploma,4196,10,Sales Associate,Mansoura,1031
1323,Abdelmonem,Kamal,Hany,Abdelmonem Kamal Hany,20,1095224679,Abdelmonem.Hany@example.com,2/15/2017,2,2/15/2025,2/15/2027,5,Male,7/16/1991,34,Egyptian,Masters,7429,5,Junior Accountant,Head Office,1022
1324,Sobhy,Tawfik,Moataz,Sobhy Tawfik Moataz,20,1158223775,Sobhy.Moataz@example.com,2/26/2018,2,2/26/2024,2/26/2026,4,Male,1/8/1985,40,Egyptian,Diploma,4213,10,Sales Associate,Cairo,1025
1325,Iman,Amr,Moataz,Iman Amr Moataz,20,1232538683,Iman.Moataz@example.com,3/22/2020,1,3/22/2024,3/22/2025,5,Female,12/17/2000,25,Egyptian,Bachelor,6197,6,Stock Keeper,Giza,1028
1326,Abdelaziz,Lotfy,Mamdouh,Abdelaziz Lotfy Mamdouh,20,1257128636,Abdelaziz.Mamdouh@example.com,4/12/2019,2,4/12/2023,4/12/2025,3,Male,1/27/1984,41,Egyptian,Bachelor,5056,6,Cashier,Giza,1027
1327,Samaa,Saber,Magdy,Samaa Saber Magdy,20,1142225989,Samaa.Magdy@example.com,4/28/2020,2,4/28/2024,4/28/2026,3,Female,8/16/1988,37,Egyptian,Bachelor,7427,9,Customer Service,Cairo,1025
1328,Ghada,Emad,Shady,Ghada Emad Shady,20,1040774744,Ghada.Shady@example.com,5/22/2016,1,5/22/2025,5/22/2026,9,Female,6/9/1997,28,Egyptian,Diploma,5281,5,Stock Keeper,Alexandria,1029
1329,Fatma,Khalil,Hatem,Fatma Khalil Hatem,20,1116347173,Fatma.Hatem@example.com,6/19/2019,1,6/19/2024,6/19/2025,6,Female,4/11/2002,23,Egyptian,Undergraduate,4411,2,Accountant Trainee,Head Office,1022
1330,Amal,Raouf,Abdelaziz,Amal Raouf Abdelaziz,20,1132388150,Amal.Abdelaziz@example.com,7/5/2019,2,7/5/2023,7/5/2025,3,Female,3/21/1986,39,Egyptian,Diploma,4259,8,Sales Associate,Cairo,1025
1331,Salma,Aref,Saber,Salma Aref Saber,20,1292971391,Salma.Saber@example.com,8/2/2017,2,8/2/2023,8/2/2025,4,Female,10/15/2001,24,Egyptian,Bachelor,4435,6,Sales Associate,Mansoura,1031
1332,Nour,Reda,Abdelhady,Nour Reda Abdelhady,20,1152645726,Nour.Abdelhady@example.com,8/22/2015,2,8/22/2023,8/22/2025,5,Female,6/1/1978,47,Egyptian,Bachelor,6338,10,Cashier,Aswan,1037
1333,Sherine,Ashraf,Galal,Sherine Ashraf Galal,20,1199398963,Sherine.Galal@example.com,9/10/2021,1,9/10/2024,9/10/2025,4,Female,11/14/1981,44,Syrian,Bachelor,6786,8,Cashier,Mansoura,1031
1334,Hana,Raouf,Moheb,Hana Raouf Moheb,20,1044257669,Hana.Moheb@example.com,10/7/2019,2,10/7/2023,10/7/2025,3,Female,7/11/1972,53,Sudanese,Diploma,6526,6,Cashier,Sharm El Sheikh,1033
1335,Sahar,Fady,Ziad,Sahar Fady Ziad,20,1283764694,Sahar.Ziad@example.com,10/26/2021,1,10/26/2024,10/26/2025,4,Female,4/15/1982,43,Egyptian,Bachelor,6256,7,Cashier,Mansoura,1031
1336,Nehal,Basel,Montasser,Nehal Basel Montasser,20,1073373412,Nehal.Montasser@example.com,11/18/2016,1,11/18/2025,11/18/2026,9,Female,9/5/1986,39,Syrian,Diploma,7124,8,Customer Service,Alexandria,1030
1337,Rasha,Atef,Galal,Rasha Atef Galal,20,1173197210,Rasha.Galal@example.com,12/12/2020,1,12/12/2024,12/12/2025,5,Female,5/21/2001,24,Sudanese,Undergraduate,4987,4,Accountant Trainee,Head Office,1022
1338,Mamdouh,Ahmed,Rami,Mamdouh Ahmed Rami,20,1287654137,Mamdouh.Rami@example.com,12/27/2015,2,12/27/2023,12/27/2025,5,Male,7/27/1969,56,Syrian,Bachelor,4004,8,Sales Associate,Cairo,1025
1339,Naglaa,Hossam,Ehab,Naglaa Hossam Ehab,20,1289689849,Naglaa.Ehab@example.com,1/16/2016,2,1/16/2024,1/16/2026,5,Female,8/12/1991,34,Syrian,Masters,7452,8,Junior Accountant,Head Office,1021
1340,Rania,Saber,Abdelsalam,Rania Saber Abdelsalam,20,1164662582,Rania.Abdelsalam@example.com,2/6/2019,2,2/6/2025,2/6/2027,4,Female,11/16/1968,57,Egyptian,Diploma,5640,9,Cashier,Alexandria,1030
1341,Nehal,Maged,Wael,Nehal Maged Wael,20,1288673114,Nehal.Wael@example.com,3/6/2015,2,3/6/2025,3/6/2027,6,Female,11/1/1986,39,Egyptian,Bachelor,6441,8,Stock Keeper,Sharm El Sheikh,1033
1342,Bilal,Gamal,Abdelkader,Bilal Gamal Abdelkader,20,1096317724,Bilal.Abdelkader@example.com,3/18/2018,1,3/18/2024,3/18/2025,7,Male,6/8/1985,40,Egyptian,Bachelor,5191,7,Cashier,Alexandria,1029
1343,Nahed,Tamer,Soliman,Nahed Tamer Soliman,20,1134886584,Nahed.Soliman@example.com,4/12/2015,1,4/12/2024,4/12/2025,10,Female,3/28/1967,58,Sudanese,Bachelor,6210,6,Stock Keeper,Alexandria,1030
1344,Nabil,Abdelmonem,Ahmed,Nabil Abdelmonem Ahmed,20,1236682602,Nabil.Ahmed@example.com,5/7/2021,2,5/7/2023,5/7/2025,2,Male,8/8/1984,41,Egyptian,Bachelor,5695,7,Sales Associate,Aswan,1038
1345,Sameh,Abdelhady,Morsy,Sameh Abdelhady Morsy,20,1242129028,Sameh.Morsy@example.com,5/28/2021,1,5/28/2024,5/28/2025,4,Male,9/27/1997,28,Egyptian,Diploma,6555,10,Cashier,Luxor,1035
1346,Nesrine,Sayed,Abdelmonem,Nesrine Sayed Abdelmonem,20,1122301666,Nesrine.Abdelmonem@example.com,6/8/2020,1,6/8/2024,6/8/2025,5,Female,4/21/1993,32,Egyptian,Bachelor,4269,10,Sales Associate,Cairo,1025
1347,Ibrahim,Bassem,Maged,Ibrahim Bassem Maged,20,1038786163,Ibrahim.Maged@example.com,7/5/2016,1,7/5/2025,7/5/2026,9,Male,11/22/1991,34,Egyptian,Diploma,6427,10,Customer Service,Luxor,1035
1348,Nahed,Ismail,Galal,Nahed Ismail Galal,20,1187138287,Nahed.Galal@example.com,7/21/2020,1,7/21/2024,7/21/2025,5,Female,2/14/1994,31,Egyptian,Undergraduate,6637,6,Customer Service,Giza,1027
1349,Diaa,Shady,Mansour,Diaa Shady Mansour,20,1294244963,Diaa.Mansour@example.com,8/13/2021,3,8/13/2024,8/13/2027,2,Male,4/19/1975,50,Egyptian,Masters,8179,8,Logistics Coordinator,Head Office,1004
1350,Radwa,Nasr,Hassan,Radwa Nasr Hassan,20,1156472540,Radwa.Hassan@example.com,8/29/2015,2,8/29/2023,8/29/2025,5,Female,9/17/1993,32,Egyptian,Masters,7929,9,Junior Accountant,Head Office,1022
1351,Mariam,Hatem,Saeed,Mariam Hatem Saeed,20,1047045744,Mariam.Saeed@example.com,9/14/2019,2,9/14/2023,9/14/2025,3,Female,1/19/1992,33,Egyptian,Bachelor,4842,5,Sales Associate,Cairo,1025
